Timestamp,CPUsage,Ram_usage
12:07:02,0.0,0.00B
12:08:03,0.0,0.00B
12:09:03,0.0,0.00B
12:10:03,0.0,0.00B
12:11:02,0.0,0.00B
12:12:03,0.0,0.00B
12:13:03,0.0,0.00B
12:14:02,0.0,0.00B
12:15:03,0.0,0.00B
13:25:03,0.0,0.00B
13:25:05,0.0,0.00B
